Anther,Sepal,Ovary,Pod,Stigma,Flower,Leaf
GLYMA_05G234800,GLYMA_18G275500,GLYMA_02G146500,GLYMA_05G139600,GLYMA_10G262200,GLYMA_11G079500,GLYMA_18G079900
GLYMA_08G188400,GLYMA_19G030800,GLYMA_03G209900,GLYMA_16G016400,GLYMA_13G072800,GLYMA_06G107200,GLYMA_02G220800
GLYMA_05G163100,GLYMA_19G154600,GLYMA_03G223300,GLYMA_20G235800,GLYMA_16G154300,GLYMA_03G222100,GLYMA_18G249400
GLYMA_08G281400,GLYMA_08G343500,GLYMA_05G127900,GLYMA_01G239900,GLYMA_10G176200,GLYMA_10G150000,GLYMA_10G201400
GLYMA_03G260000,GLYMA_11G137800,GLYMA_06G298700,GLYMA_19G055900,GLYMA_18G095400,GLYMA_02G145500,GLYMA_01G165300
GLYMA_08G138000,GLYMA_06G118500,GLYMA_18G017200,GLYMA_06G014900,GLYMA_08G311000,GLYMA_08G024700,GLYMA_18G216100
GLYMA_14G223400,GLYMA_08G340700,GLYMA_02G027400,GLYMA_08G238800,GLYMA_19G245900,GLYMA_03G228300,GLYMA_04G059900
GLYMA_20G199700,GLYMA_12G231400,GLYMA_08G088500,GLYMA_20G019300,GLYMA_12G188600,GLYMA_15G068200,GLYMA_02G267400
GLYMA_03G262300,GLYMA_18G074900,GLYMA_08G213200,GLYMA_02G092400,GLYMA_17G044300,GLYMA_12G122700,GLYMA_12G167400
GLYMA_16G213200,GLYMA_08G033600,GLYMA_03G096900,GLYMA_17G047100,GLYMA_09G019800,GLYMA_03G207700,GLYMA_10G014900
GLYMA_04G065700,GLYMA_08G336200,GLYMA_09G007900,GLYMA_08G156900,GLYMA_03G250400,GLYMA_08G217200,GLYMA_18G212800
GLYMA_16G099800,GLYMA_19G112600,GLYMA_10G127800,GLYMA_11G247300,GLYMA_05G045200,GLYMA_06G094500,GLYMA_08G297200
GLYMA_20G177200,GLYMA_18G145500,GLYMA_06G090500,GLYMA_14G017100,GLYMA_01G051700,GLYMA_20G177100,GLYMA_05G148000
GLYMA_02G275400,GLYMA_19G182000,GLYMA_13G057400,GLYMA_04G024300,GLYMA_09G222900,GLYMA_19G178500,ENSRNA050030286
GLYMA_14G139700,GLYMA_02G277800,GLYMA_13G202200,GLYMA_04G231600,GLYMA_17G121200,GLYMA_13G348000,GLYMA_11G008100
GLYMA_12G116500,GLYMA_02G068000,GLYMA_15G048300,GLYMA_07G180000,GLYMA_05G149300,GLYMA_11G018600,GLYMA_02G099300
GLYMA_05G144800,GLYMA_14G018700,GLYMA_18G156500,GLYMA_04G209600,GLYMA_08G257600,GLYMA_16G195400,GLYMA_05G041800
GLYMA_08G230600,GLYMA_06G068900,GLYMA_05G018900,GLYMA_15G027500,GLYMA_05G103200,GLYMA_09G033800,GLYMA_17G092400
GLYMA_10G043600,GLYMA_17G007400,GLYMA_12G015900,GLYMA_08G122300,GLYMA_06G030900,GLYMA_13G274800,GLYMA_03G094800
GLYMA_04G256700,GLYMA_06G031700,GLYMA_16G070900,GLYMA_13G330800,GLYMA_19G132200,GLYMA_06G133300,GLYMA_02G288400
GLYMA_01G194900,GLYMA_15G112900,GLYMA_12G157700,GLYMA_05G199200,GLYMA_14G067100,GLYMA_13G277200,ENSRNA050003132
GLYMA_13G131300,GLYMA_05G113600,GLYMA_01G147800,GLYMA_12G177900,GLYMA_15G040300,GLYMA_13G236400,GLYMA_08G116900
GLYMA_11G241700,GLYMA_07G040400,GLYMA_01G238200,GLYMA_08G032200,GLYMA_16G130300,GLYMA_03G228500,GLYMA_09G082200
GLYMA_20G116000,GLYMA_13G243100,ENSRNA050003564,GLYMA_13G096100,GLYMA_04G087300,GLYMA_04G095500,GLYMA_03G155000
GLYMA_18G229600,GLYMA_17G123700,GLYMA_13G021000,GLYMA_07G208000,GLYMA_09G150300,GLYMA_05G204700,GLYMA_11G147500
GLYMA_01G220400,GLYMA_11G172500,GLYMA_02G099200,GLYMA_06G051400,GLYMA_18G158900,GLYMA_06G127800,GLYMA_10G144700
GLYMA_11G255400,GLYMA_14G017800,GLYMA_05G127700,GLYMA_13G019300,GLYMA_03G258600,GLYMA_15G171900,GLYMA_09G052700
GLYMA_18G056800,GLYMA_04G178100,GLYMA_09G155000,GLYMA_11G152600,GLYMA_18G272100,GLYMA_07G137300,GLYMA_11G202900
GLYMA_11G075700,GLYMA_05G094000,GLYMA_03G229000,GLYMA_03G005900,GLYMA_13G282000,GLYMA_15G230300,GLYMA_08G285600
GLYMA_14G029200,GLYMA_05G003400,GLYMA_16G122500,GLYMA_19G166900,GLYMA_03G125800,GLYMA_13G205900,GLYMA_01G227300
GLYMA_02G220800,GLYMA_18G241700,GLYMA_02G067300,GLYMA_14G068900,GLYMA_12G165600,GLYMA_11G082000,GLYMA_13G189500
GLYMA_03G184000,GLYMA_04G002200,GLYMA_05G213000,GLYMA_14G208400,GLYMA_10G020300,GLYMA_06G018500,GLYMA_19G176100
GLYMA_16G032800,GLYMA_08G172200,GLYMA_04G090300,GLYMA_14G043700,ENSRNA050003891,GLYMA_04G239000,GLYMA_17G093900
GLYMA_01G178600,GLYMA_10G080000,GLYMA_14G055800,GLYMA_06G302300,GLYMA_14G005100,GLYMA_18G288000,GLYMA_10G003200
GLYMA_11G099500,GLYMA_17G092700,GLYMA_17G027600,GLYMA_14G065200,GLYMA_14G095300,GLYMA_20G224000,GLYMA_12G093400
GLYMA_01G066300,GLYMA_05G236600,GLYMA_02G137200,GLYMA_09G061600,GLYMA_17G011500,GLYMA_12G004600,GLYMA_08G150000
GLYMA_02G306900,GLYMA_13G114800,GLYMA_12G071700,GLYMA_19G113000,GLYMA_13G277100,GLYMA_18G070600,GLYMA_13G071300
GLYMA_U039100,GLYMA_03G028000,GLYMA_20G243400,GLYMA_15G137900,GLYMA_17G075600,GLYMA_18G002200,GLYMA_10G270300
GLYMA_18G291500,GLYMA_07G200800,GLYMA_19G260200,GLYMA_15G193400,GLYMA_20G195600,GLYMA_06G122400,GLYMA_11G140100
GLYMA_05G026200,GLYMA_09G239200,GLYMA_12G011200,GLYMA_11G224600,GLYMA_10G206100,GLYMA_09G076900,GLYMA_13G280200
GLYMA_03G152500,GLYMA_02G055500,GLYMA_09G025000,GLYMA_11G226500,GLYMA_08G222800,GLYMA_13G326200,GLYMA_13G072300
GLYMA_19G125900,GLYMA_04G223700,GLYMA_13G280600,GLYMA_14G136900,GLYMA_13G313500,GLYMA_20G089400,GLYMA_08G348200
GLYMA_06G187600,GLYMA_17G252600,GLYMA_09G233800,GLYMA_17G148800,GLYMA_14G209400,GLYMA_19G250800,ENSRNA050003682
GLYMA_08G131500,GLYMA_02G203800,GLYMA_18G085500,GLYMA_04G039300,GLYMA_19G195500,GLYMA_14G035500,GLYMA_13G269600
GLYMA_01G005300,GLYMA_12G073900,GLYMA_02G031800,GLYMA_18G111900,GLYMA_08G254500,GLYMA_13G358700,GLYMA_06G310800
GLYMA_10G259900,GLYMA_19G188200,GLYMA_01G131200,GLYMA_18G183600,GLYMA_06G193800,GLYMA_03G207300,GLYMA_03G060300
GLYMA_04G122900,GLYMA_05G148500,GLYMA_05G077200,GLYMA_09G023200,GLYMA_20G210100,GLYMA_05G206100,GLYMA_13G014100
GLYMA_15G165600,GLYMA_01G124500,GLYMA_14G130700,GLYMA_10G278400,GLYMA_01G190900,GLYMA_06G018300,GLYMA_01G234000
GLYMA_13G346900,GLYMA_17G083700,GLYMA_06G086800,GLYMA_13G192300,GLYMA_08G047900,GLYMA_03G000800,GLYMA_16G082400
GLYMA_16G166600,GLYMA_19G222100,GLYMA_07G103600,GLYMA_01G180800,GLYMA_17G099600,GLYMA_07G262600,GLYMA_20G217400
GLYMA_19G169500,GLYMA_13G163700,GLYMA_09G259000,GLYMA_13G268600,GLYMA_09G284200,GLYMA_09G167100,GLYMA_09G147300
GLYMA_20G082800,GLYMA_13G276000,GLYMA_17G008400,GLYMA_15G080600,GLYMA_17G187500,GLYMA_01G112600,GLYMA_15G172100
GLYMA_07G152100,GLYMA_13G090700,GLYMA_20G121100,GLYMA_16G050000,GLYMA_18G096900,GLYMA_04G089200,GLYMA_16G073100
GLYMA_13G031300,GLYMA_14G000700,GLYMA_01G002400,GLYMA_12G241800,GLYMA_19G201300,GLYMA_18G179800,GLYMA_10G271100
GLYMA_08G074800,GLYMA_12G227900,GLYMA_15G030700,GLYMA_05G086900,ENSRNA050003096,GLYMA_12G016900,GLYMA_09G215500
GLYMA_13G125500,GLYMA_17G109400,GLYMA_12G001300,GLYMA_20G235100,GLYMA_02G271500,GLYMA_07G004300,GLYMA_09G098600
GLYMA_18G292300,GLYMA_02G269000,GLYMA_02G203900,GLYMA_19G106200,GLYMA_13G094000,GLYMA_06G081900,GLYMA_12G060200
GLYMA_05G174300,GLYMA_20G240700,GLYMA_19G090700,GLYMA_13G152700,GLYMA_10G225800,GLYMA_04G002200,GLYMA_06G035900
GLYMA_10G188500,GLYMA_03G136300,ENSRNA050003328,GLYMA_08G067600,GLYMA_18G166700,GLYMA_05G239100,GLYMA_04G077300
GLYMA_18G243700,GLYMA_12G021300,ENSRNA050003781,GLYMA_04G018000,GLYMA_01G227300,GLYMA_13G132100,GLYMA_01G036300
GLYMA_08G283700,GLYMA_01G031900,GLYMA_08G046200,GLYMA_04G212600,GLYMA_14G170100,GLYMA_03G125800,GLYMA_08G009400
GLYMA_06G139200,GLYMA_04G065500,GLYMA_09G039800,GLYMA_08G111200,GLYMA_07G026600,GLYMA_16G021300,GLYMA_07G172000
GLYMA_08G112600,GLYMA_20G180800,GLYMA_05G211100,GLYMA_10G283100,GLYMA_13G017700,GLYMA_13G137400,GLYMA_01G196600
GLYMA_16G014400,GLYMA_06G027200,GLYMA_11G181000,GLYMA_19G113500,GLYMA_02G097300,GLYMA_09G184000,ENSRNA050003830
GLYMA_18G165200,GLYMA_10G218400,GLYMA_11G181100,GLYMA_16G153800,GLYMA_08G264100,GLYMA_19G136500,GLYMA_18G266500
GLYMA_19G012100,GLYMA_16G131700,GLYMA_04G017300,GLYMA_06G293700,GLYMA_16G005700,GLYMA_14G029500,GLYMA_17G252100
GLYMA_20G121600,GLYMA_09G016400,GLYMA_12G187700,GLYMA_13G193500,GLYMA_12G015100,GLYMA_01G014700,GLYMA_07G083300
GLYMA_19G012300,GLYMA_11G016600,GLYMA_15G004400,GLYMA_02G215600,GLYMA_17G036700,GLYMA_01G192100,GLYMA_18G045400
GLYMA_07G069100,GLYMA_09G214400,GLYMA_18G019600,GLYMA_13G335700,GLYMA_04G104900,GLYMA_14G130900,GLYMA_09G114500
GLYMA_20G024500,GLYMA_13G367300,GLYMA_18G219900,GLYMA_18G227200,GLYMA_03G169700,GLYMA_13G154500,GLYMA_05G135900
GLYMA_01G064400,GLYMA_14G220000,GLYMA_20G172100,GLYMA_09G103500,GLYMA_11G204200,GLYMA_06G143300,GLYMA_19G124500
GLYMA_06G174700,GLYMA_07G222400,GLYMA_20G144700,GLYMA_20G218600,GLYMA_17G007400,GLYMA_14G023100,GLYMA_13G046000
GLYMA_13G017400,GLYMA_05G153900,GLYMA_16G021800,GLYMA_04G243100,GLYMA_09G177500,ENSRNA050003682,GLYMA_15G227600
GLYMA_11G093000,GLYMA_05G196200,ENSRNA050003189,GLYMA_14G039400,GLYMA_18G244300,GLYMA_11G128000,GLYMA_13G127200
GLYMA_12G063700,GLYMA_10G005300,GLYMA_06G309000,GLYMA_09G231000,GLYMA_20G024100,GLYMA_10G076400,GLYMA_19G112300
GLYMA_11G122500,GLYMA_14G013700,GLYMA_17G104100,GLYMA_10G103000,GLYMA_11G187800,GLYMA_15G067700,GLYMA_05G198100
GLYMA_07G006100,GLYMA_16G011200,GLYMA_11G139600,GLYMA_12G152600,GLYMA_13G121100,GLYMA_07G212300,GLYMA_02G230100
GLYMA_13G290400,GLYMA_16G087700,GLYMA_11G049600,GLYMA_07G055800,GLYMA_02G289800,GLYMA_18G101600,GLYMA_11G034100
GLYMA_16G017400,GLYMA_15G137400,GLYMA_06G196900,GLYMA_05G059100,GLYMA_17G043700,GLYMA_20G150500,GLYMA_01G199400
GLYMA_06G161400,GLYMA_19G200400,GLYMA_06G307000,GLYMA_20G186000,GLYMA_12G063000,GLYMA_15G143400,GLYMA_16G048700
GLYMA_13G016500,GLYMA_01G208600,GLYMA_07G266800,GLYMA_10G147600,GLYMA_04G256800,GLYMA_03G089800,GLYMA_08G196300
GLYMA_06G075600,GLYMA_18G156100,GLYMA_11G220400,GLYMA_03G014600,GLYMA_06G127500,GLYMA_20G132300,GLYMA_16G152700
GLYMA_01G162800,GLYMA_17G246500,GLYMA_19G183400,GLYMA_05G201300,GLYMA_16G043700,GLYMA_13G244300,GLYMA_02G213600
GLYMA_17G039100,GLYMA_03G020900,GLYMA_05G136800,GLYMA_13G037600,GLYMA_17G124400,GLYMA_08G116600,GLYMA_19G026800
GLYMA_02G065400,GLYMA_09G165000,GLYMA_13G165300,GLYMA_15G049500,GLYMA_13G321700,GLYMA_07G195700,GLYMA_10G031700
GLYMA_13G276800,GLYMA_11G037000,GLYMA_13G244100,GLYMA_19G141200,GLYMA_14G029000,GLYMA_01G207200,GLYMA_06G138100
GLYMA_08G242500,GLYMA_06G017100,GLYMA_12G183400,GLYMA_09G248800,GLYMA_11G031300,GLYMA_09G226100,GLYMA_04G232100
GLYMA_02G009200,GLYMA_14G207600,GLYMA_02G305700,GLYMA_03G011100,GLYMA_09G000900,GLYMA_13G325400,GLYMA_05G062200
GLYMA_13G276000,GLYMA_03G120000,GLYMA_07G117300,GLYMA_17G012500,GLYMA_09G001700,GLYMA_16G165800,GLYMA_07G254500
GLYMA_15G218200,GLYMA_11G139400,GLYMA_13G179600,GLYMA_16G219500,GLYMA_15G038100,GLYMA_14G022100,GLYMA_11G184600
GLYMA_08G091600,GLYMA_17G142000,GLYMA_14G050000,GLYMA_13G104300,GLYMA_09G247400,GLYMA_02G235200,GLYMA_12G054700
GLYMA_05G200600,GLYMA_06G018200,GLYMA_15G051500,GLYMA_01G027500,GLYMA_16G076500,GLYMA_01G079100,GLYMA_07G132900
GLYMA_05G025100,GLYMA_08G091900,GLYMA_19G240100,GLYMA_16G218500,GLYMA_19G223500,GLYMA_16G051800,GLYMA_07G103000
GLYMA_20G014200,GLYMA_09G008100,GLYMA_04G197100,GLYMA_10G050000,GLYMA_07G262100,GLYMA_06G171000,GLYMA_06G069800
GLYMA_18G040000,GLYMA_10G063100,GLYMA_20G211200,GLYMA_05G231200,GLYMA_01G172400,GLYMA_19G232700,GLYMA_20G070600
GLYMA_07G253800,GLYMA_10G147000,GLYMA_08G363300,GLYMA_13G139900,GLYMA_01G035700,GLYMA_07G021400,GLYMA_17G025200
GLYMA_11G098400,GLYMA_15G086500,GLYMA_17G250300,GLYMA_15G121200,GLYMA_08G221800,GLYMA_08G199700,GLYMA_15G256500
GLYMA_13G181800,GLYMA_18G253100,GLYMA_10G222800,GLYMA_01G204300,GLYMA_04G240900,GLYMA_08G059600,GLYMA_10G141500
GLYMA_03G171100,GLYMA_19G082500,GLYMA_04G198900,GLYMA_17G050600,GLYMA_14G211000,GLYMA_05G143800,GLYMA_09G155500
GLYMA_19G018800,GLYMA_08G141400,GLYMA_08G122300,GLYMA_19G119400,GLYMA_16G073700,GLYMA_06G182600,GLYMA_19G173600
GLYMA_04G180100,GLYMA_19G260900,GLYMA_13G069800,GLYMA_07G062100,GLYMA_08G046200,GLYMA_03G217100,GLYMA_13G099200
GLYMA_05G035700,GLYMA_13G054800,GLYMA_02G022300,GLYMA_11G112000,GLYMA_17G260400,GLYMA_04G191900,GLYMA_09G226300
GLYMA_07G216600,GLYMA_11G243300,GLYMA_17G259000,GLYMA_09G044400,GLYMA_16G222300,GLYMA_18G022400,GLYMA_18G090900
GLYMA_16G105300,GLYMA_17G134500,GLYMA_03G016600,GLYMA_03G206200,GLYMA_17G223600,GLYMA_10G220100,GLYMA_02G097600
GLYMA_06G114800,GLYMA_16G015700,GLYMA_17G254500,GLYMA_04G028200,ENSRNA050003086,GLYMA_09G227100,GLYMA_11G045300
GLYMA_20G008900,ENSRNA050003286,GLYMA_19G262000,GLYMA_07G069300,GLYMA_13G047500,GLYMA_07G053200,GLYMA_13G040500
GLYMA_02G150300,GLYMA_13G213400,GLYMA_20G216400,GLYMA_13G179600,GLYMA_15G256500,GLYMA_04G238500,GLYMA_08G019500
GLYMA_07G255700,GLYMA_05G129400,GLYMA_01G176400,GLYMA_09G084900,GLYMA_08G096300,GLYMA_04G088400,GLYMA_08G361900
GLYMA_10G004500,GLYMA_07G002300,GLYMA_09G242900,GLYMA_03G210300,GLYMA_07G114600,GLYMA_15G130800,GLYMA_05G148700
GLYMA_06G135000,GLYMA_04G070200,GLYMA_03G036800,GLYMA_11G096500,GLYMA_17G054500,GLYMA_09G249300,GLYMA_03G158300
GLYMA_09G212900,GLYMA_02G083600,GLYMA_07G001500,GLYMA_16G173200,GLYMA_18G292300,GLYMA_06G317400,GLYMA_08G032300
GLYMA_13G131700,GLYMA_12G030200,GLYMA_03G251300,GLYMA_18G030000,GLYMA_09G193900,GLYMA_16G178800,GLYMA_01G028700
GLYMA_09G263000,GLYMA_17G058900,ENSRNA050003139,GLYMA_15G048900,GLYMA_03G178000,GLYMA_08G297300,GLYMA_03G030600
GLYMA_13G091100,GLYMA_18G003200,GLYMA_13G049400,GLYMA_07G267500,GLYMA_14G012300,GLYMA_20G050200,GLYMA_06G034800
GLYMA_U004300,GLYMA_12G101400,GLYMA_05G189100,GLYMA_03G020800,GLYMA_08G118400,GLYMA_09G265500,GLYMA_20G021000
GLYMA_07G246300,GLYMA_18G045400,GLYMA_12G064300,GLYMA_13G146200,GLYMA_14G043400,GLYMA_12G068300,GLYMA_19G207500
GLYMA_12G105700,GLYMA_04G045100,GLYMA_08G032000,GLYMA_05G160300,GLYMA_19G082400,GLYMA_06G037600,GLYMA_17G096900
GLYMA_09G031900,GLYMA_18G139400,GLYMA_18G172300,GLYMA_09G228900,GLYMA_20G129100,GLYMA_10G242600,GLYMA_17G240900
GLYMA_13G360200,GLYMA_20G235800,GLYMA_07G178400,GLYMA_08G284700,GLYMA_19G136000,GLYMA_05G219600,GLYMA_12G209700
GLYMA_20G023500,GLYMA_17G118600,GLYMA_08G322600,GLYMA_10G075000,GLYMA_02G015300,GLYMA_02G071300,GLYMA_09G045700
GLYMA_01G166200,GLYMA_20G025100,GLYMA_17G095700,GLYMA_17G166800,GLYMA_04G092600,GLYMA_07G053300,GLYMA_08G162200
GLYMA_15G170200,GLYMA_17G228000,GLYMA_03G255000,GLYMA_20G224700,GLYMA_17G000400,ENSRNA050003721,GLYMA_12G076700
GLYMA_02G220700,GLYMA_01G005300,GLYMA_05G185700,GLYMA_03G008300,GLYMA_17G152700,GLYMA_02G165500,GLYMA_03G160000
GLYMA_18G052700,GLYMA_01G208000,GLYMA_10G158500,GLYMA_08G362400,GLYMA_19G120400,GLYMA_16G005200,GLYMA_02G191500
GLYMA_06G138700,GLYMA_07G067500,GLYMA_04G170500,GLYMA_13G123700,GLYMA_03G078700,GLYMA_04G015200,GLYMA_11G073600
GLYMA_12G039400,GLYMA_12G075600,GLYMA_03G050300,GLYMA_05G222000,GLYMA_07G264300,GLYMA_19G256200,GLYMA_20G152200
GLYMA_10G031700,GLYMA_10G193500,GLYMA_11G193000,GLYMA_06G176100,GLYMA_09G169400,GLYMA_08G363600,GLYMA_05G063100
GLYMA_20G123600,GLYMA_04G234900,GLYMA_05G120100,GLYMA_08G055300,GLYMA_11G092500,GLYMA_13G371000,GLYMA_14G065700
GLYMA_02G280300,GLYMA_01G192300,GLYMA_09G244900,GLYMA_20G169600,GLYMA_19G226600,GLYMA_19G219200,GLYMA_13G019500
GLYMA_15G123600,GLYMA_06G131100,GLYMA_20G242400,GLYMA_19G215300,GLYMA_15G076400,GLYMA_01G023200,GLYMA_11G155000
GLYMA_08G019800,GLYMA_15G163700,GLYMA_05G221800,GLYMA_05G057000,GLYMA_19G024700,GLYMA_04G071400,GLYMA_07G018300
GLYMA_11G256300,GLYMA_07G021700,GLYMA_20G130900,GLYMA_12G231700,GLYMA_12G136600,GLYMA_14G214600,GLYMA_04G249400
GLYMA_09G277100,GLYMA_19G205000,GLYMA_05G199100,GLYMA_13G210800,GLYMA_17G118700,GLYMA_19G219500,GLYMA_11G114300
GLYMA_08G190300,GLYMA_04G042900,GLYMA_05G132200,GLYMA_14G003500,GLYMA_06G110600,GLYMA_08G271700,GLYMA_10G212300
GLYMA_18G170900,GLYMA_03G008200,GLYMA_14G074500,GLYMA_08G005000,GLYMA_01G187700,GLYMA_08G103400,GLYMA_03G001200
GLYMA_19G255600,GLYMA_14G070700,GLYMA_03G188400,GLYMA_13G022900,GLYMA_08G345900,GLYMA_07G261500,GLYMA_06G216800
GLYMA_09G164500,GLYMA_10G166200,GLYMA_19G133100,GLYMA_18G092500,GLYMA_02G146100,GLYMA_04G235200,GLYMA_09G135800
GLYMA_20G211600,GLYMA_13G136000,GLYMA_19G172400,GLYMA_10G210800,GLYMA_01G115500,GLYMA_14G191100,GLYMA_05G033000
GLYMA_11G183600,GLYMA_19G255800,GLYMA_07G234200,GLYMA_07G105900,GLYMA_05G145800,GLYMA_04G209400,GLYMA_19G187100
GLYMA_15G118400,GLYMA_20G199500,GLYMA_19G102500,GLYMA_16G159900,GLYMA_07G082200,GLYMA_13G331300,GLYMA_11G049300
GLYMA_01G118000,GLYMA_14G074300,GLYMA_05G110400,GLYMA_15G070000,GLYMA_10G190400,GLYMA_10G182300,GLYMA_01G068600
GLYMA_02G109900,GLYMA_13G208400,GLYMA_05G197900,GLYMA_13G222200,GLYMA_03G086200,GLYMA_02G079100,GLYMA_18G017300
GLYMA_07G219500,GLYMA_02G086600,GLYMA_03G006700,GLYMA_16G212700,GLYMA_15G272000,GLYMA_02G016400,GLYMA_05G076800
GLYMA_11G085100,GLYMA_16G173000,GLYMA_05G079000,GLYMA_13G122400,GLYMA_06G132500,GLYMA_02G201600,GLYMA_19G166200
GLYMA_19G151300,GLYMA_03G081600,GLYMA_08G113100,GLYMA_13G328200,GLYMA_10G233300,GLYMA_05G140600,GLYMA_17G112200
GLYMA_19G015000,GLYMA_13G340200,GLYMA_06G211300,GLYMA_09G039800,GLYMA_13G240800,GLYMA_09G200000,GLYMA_15G255800
GLYMA_01G165100,GLYMA_17G108300,GLYMA_08G061200,GLYMA_03G070400,GLYMA_16G202700,GLYMA_17G136100,GLYMA_02G014100
GLYMA_09G278600,GLYMA_20G174500,GLYMA_18G226600,GLYMA_06G137000,GLYMA_07G028000,GLYMA_19G123900,GLYMA_05G098600
GLYMA_14G004000,GLYMA_06G029700,GLYMA_14G075100,GLYMA_15G009800,GLYMA_09G052500,GLYMA_08G340700,GLYMA_10G192000
GLYMA_14G086400,GLYMA_04G219500,GLYMA_04G149200,GLYMA_11G227700,GLYMA_07G070600,GLYMA_10G227300,GLYMA_02G173200
GLYMA_05G053100,GLYMA_01G080600,GLYMA_01G229700,GLYMA_12G219800,GLYMA_12G120500,GLYMA_18G153500,GLYMA_18G000800
GLYMA_11G004900,GLYMA_08G237900,GLYMA_13G031200,GLYMA_09G038100,GLYMA_12G210000,GLYMA_16G072900,GLYMA_13G207900
GLYMA_13G163400,GLYMA_11G141300,GLYMA_05G072200,GLYMA_05G200800,GLYMA_13G347800,GLYMA_19G155000,GLYMA_13G091500
GLYMA_15G033400,ENSRNA050003408,GLYMA_10G274000,GLYMA_15G005400,GLYMA_09G251100,GLYMA_08G116900,GLYMA_05G081900
GLYMA_17G008800,GLYMA_17G023600,GLYMA_U037800,GLYMA_09G107200,GLYMA_04G066800,GLYMA_08G076900,GLYMA_20G114500
GLYMA_20G218200,GLYMA_06G188200,GLYMA_11G043900,GLYMA_03G064400,GLYMA_17G244900,GLYMA_16G189300,GLYMA_01G199700
GLYMA_07G148900,GLYMA_01G215800,GLYMA_13G269000,GLYMA_08G069100,GLYMA_02G307200,GLYMA_03G135500,GLYMA_01G102700
GLYMA_17G132300,GLYMA_06G215400,GLYMA_19G145100,ENSRNA050003913,GLYMA_18G243300,GLYMA_20G116100,GLYMA_19G130400
GLYMA_08G195900,GLYMA_13G130800,GLYMA_02G125200,GLYMA_13G191100,GLYMA_16G046400,GLYMA_08G213600,GLYMA_20G186000
GLYMA_09G189800,GLYMA_16G004400,GLYMA_03G021100,GLYMA_11G141800,GLYMA_01G180500,GLYMA_15G220800,GLYMA_17G062900
ENSRNA050003517,GLYMA_05G118100,GLYMA_07G090900,GLYMA_04G027600,GLYMA_19G216300,GLYMA_05G035000,GLYMA_13G330400
GLYMA_18G067300,GLYMA_02G242200,GLYMA_11G035200,GLYMA_10G259900,GLYMA_01G163300,GLYMA_11G231300,GLYMA_10G283200
GLYMA_05G235300,GLYMA_04G088000,GLYMA_11G231100,GLYMA_13G144000,GLYMA_02G205500,GLYMA_18G143700,GLYMA_10G038000
GLYMA_18G229100,GLYMA_10G125000,GLYMA_14G084500,GLYMA_18G291400,GLYMA_01G173000,GLYMA_04G001700,GLYMA_17G141500
GLYMA_10G151200,GLYMA_12G174700,GLYMA_10G259500,GLYMA_20G112400,GLYMA_10G141400,GLYMA_12G071700,GLYMA_11G040400
GLYMA_02G151900,GLYMA_08G135000,GLYMA_16G129800,GLYMA_10G259800,GLYMA_18G012200,GLYMA_05G119100,GLYMA_20G094600
GLYMA_13G002500,GLYMA_13G328100,GLYMA_17G016000,GLYMA_12G099200,GLYMA_10G137000,GLYMA_13G325800,GLYMA_18G287400
GLYMA_11G015200,GLYMA_07G149000,GLYMA_05G200500,GLYMA_09G259200,GLYMA_06G245200,GLYMA_02G292500,GLYMA_07G014300
GLYMA_18G176300,GLYMA_20G006700,GLYMA_14G118400,GLYMA_19G250200,GLYMA_06G145100,GLYMA_01G065100,GLYMA_11G249700
GLYMA_03G020500,GLYMA_13G280600,GLYMA_15G150700,GLYMA_11G039200,GLYMA_09G154800,GLYMA_12G191100,GLYMA_07G059900
GLYMA_18G007900,GLYMA_01G117800,GLYMA_10G167000,GLYMA_11G145700,GLYMA_16G063100,GLYMA_05G153400,GLYMA_15G092400
GLYMA_10G295700,GLYMA_17G120100,GLYMA_04G194600,GLYMA_14G090400,GLYMA_20G121200,GLYMA_03G017200,GLYMA_02G084400
GLYMA_17G037900,GLYMA_16G109900,GLYMA_13G294500,GLYMA_04G222100,GLYMA_18G297800,GLYMA_08G222600,GLYMA_19G123800
GLYMA_11G182700,GLYMA_15G002700,GLYMA_07G014100,GLYMA_14G009900,GLYMA_09G024500,GLYMA_03G246500,GLYMA_02G300000
GLYMA_07G031200,GLYMA_18G283800,ENSRNA050003148,GLYMA_15G195700,GLYMA_18G291400,GLYMA_10G212700,GLYMA_14G174200
GLYMA_05G011000,GLYMA_02G150300,GLYMA_03G078600,GLYMA_18G245500,GLYMA_13G172800,GLYMA_08G210800,GLYMA_10G183200
GLYMA_09G196000,GLYMA_15G140300,GLYMA_06G134600,GLYMA_20G198100,GLYMA_20G217600,GLYMA_06G060000,GLYMA_03G148500
GLYMA_10G119200,GLYMA_19G213600,GLYMA_03G105300,GLYMA_08G322600,GLYMA_13G234300,GLYMA_02G187100,GLYMA_17G088400
GLYMA_07G133200,GLYMA_05G129600,GLYMA_05G001900,GLYMA_04G053700,GLYMA_13G259200,GLYMA_13G149800,ENSRNA050003282
GLYMA_09G084100,GLYMA_06G041500,GLYMA_15G214500,GLYMA_14G023600,GLYMA_09G203300,GLYMA_08G361200,GLYMA_08G135000
GLYMA_18G070600,GLYMA_11G087200,GLYMA_07G255900,GLYMA_02G203000,GLYMA_13G090900,GLYMA_07G004700,ENSRNA050003646
