Anther,Sepal,Ovary,Pod,Stigma,Flower,Leaf
GLYMA_08G104400,GLYMA_13G349100,GLYMA_12G013300,GLYMA_03G244400,GLYMA_17G150900,GLYMA_08G042300,GLYMA_05G036900
GLYMA_06G053200,GLYMA_03G214700,GLYMA_17G002600,GLYMA_06G306300,GLYMA_20G025500,GLYMA_15G035500,GLYMA_20G161100
GLYMA_06G269700,GLYMA_06G156700,GLYMA_05G164200,GLYMA_09G105300,GLYMA_03G055500,GLYMA_01G217700,GLYMA_13G277900
GLYMA_06G295500,GLYMA_11G221700,GLYMA_05G187800,GLYMA_11G091000,GLYMA_12G224600,GLYMA_04G080500,GLYMA_02G276600
GLYMA_15G052200,GLYMA_08G045700,GLYMA_13G008200,GLYMA_11G225700,GLYMA_13G096000,GLYMA_16G044900,GLYMA_13G111600
GLYMA_08G257100,GLYMA_17G249800,GLYMA_05G240800,GLYMA_08G159900,GLYMA_12G071300,GLYMA_11G164400,GLYMA_06G014500
GLYMA_17G175500,GLYMA_02G276600,GLYMA_11G222500,GLYMA_18G013700,GLYMA_17G237500,GLYMA_08G121100,GLYMA_17G196300
GLYMA_15G165800,GLYMA_04G114800,GLYMA_09G249900,GLYMA_12G095700,GLYMA_06G093600,GLYMA_12G168900,ENSRNA050003588
GLYMA_19G159700,GLYMA_13G285600,GLYMA_13G298300,GLYMA_06G170200,GLYMA_19G142900,GLYMA_07G141000,GLYMA_10G028700
GLYMA_06G165200,GLYMA_09G273000,GLYMA_14G068600,GLYMA_19G245200,GLYMA_10G140700,GLYMA_05G061700,GLYMA_08G061800
GLYMA_07G028600,GLYMA_05G047300,GLYMA_01G119400,GLYMA_18G054400,GLYMA_02G019500,GLYMA_19G132800,GLYMA_13G368900
GLYMA_08G056500,GLYMA_15G258800,GLYMA_18G011200,GLYMA_08G077500,ENSRNA050003308,GLYMA_01G012500,GLYMA_12G231900
GLYMA_02G076200,GLYMA_06G221900,GLYMA_19G046800,GLYMA_06G180500,GLYMA_12G071500,GLYMA_13G135500,GLYMA_08G219100
GLYMA_15G043200,GLYMA_04G058300,GLYMA_19G077700,GLYMA_15G136600,GLYMA_15G066700,GLYMA_01G109100,GLYMA_03G241300
GLYMA_19G052300,GLYMA_05G214000,GLYMA_20G191400,GLYMA_04G023900,GLYMA_11G247500,GLYMA_06G050500,GLYMA_05G112600
GLYMA_14G040200,GLYMA_15G019700,GLYMA_08G327100,GLYMA_15G211800,GLYMA_12G199300,GLYMA_06G163800,GLYMA_03G151500
GLYMA_16G053200,GLYMA_08G288100,GLYMA_10G161400,GLYMA_15G002900,GLYMA_05G016100,GLYMA_02G031100,GLYMA_16G167200
GLYMA_03G129100,GLYMA_11G194000,GLYMA_06G174700,GLYMA_17G053400,GLYMA_03G076100,GLYMA_05G083000,GLYMA_04G174400
GLYMA_05G190300,GLYMA_14G192100,GLYMA_15G040000,GLYMA_19G260900,GLYMA_15G205600,GLYMA_05G117600,GLYMA_04G017300
GLYMA_09G237600,GLYMA_10G276000,GLYMA_08G074800,GLYMA_06G321900,GLYMA_19G113500,GLYMA_03G066700,GLYMA_20G217500
GLYMA_11G068900,GLYMA_07G010500,GLYMA_16G115500,GLYMA_06G049700,GLYMA_17G000700,GLYMA_14G075400,GLYMA_10G167800
GLYMA_06G211400,GLYMA_11G115000,GLYMA_16G041800,GLYMA_13G161900,GLYMA_11G096200,GLYMA_16G134900,GLYMA_12G089500
GLYMA_03G212100,ENSRNA050003279,GLYMA_13G357100,GLYMA_09G022100,GLYMA_13G124400,GLYMA_20G200400,GLYMA_10G064000
GLYMA_13G233900,GLYMA_02G018900,GLYMA_03G104800,GLYMA_08G095000,GLYMA_01G092300,GLYMA_08G324300,GLYMA_10G075200
GLYMA_03G007300,GLYMA_02G046800,GLYMA_17G055700,GLYMA_19G243300,GLYMA_06G038500,GLYMA_03G005400,GLYMA_17G235300
GLYMA_13G015100,GLYMA_03G036600,GLYMA_20G015100,ENSRNA050003713,GLYMA_11G073000,GLYMA_05G079400,GLYMA_11G016000
GLYMA_18G244000,GLYMA_03G172200,GLYMA_02G210800,GLYMA_05G014300,GLYMA_18G298200,GLYMA_20G085900,GLYMA_15G262100
GLYMA_16G217300,GLYMA_12G195800,GLYMA_04G000300,GLYMA_01G115000,GLYMA_20G143900,GLYMA_01G099100,GLYMA_12G201000
GLYMA_15G108200,GLYMA_03G123100,GLYMA_06G094400,GLYMA_14G090600,GLYMA_19G068800,GLYMA_06G185300,GLYMA_03G240100
GLYMA_10G031800,GLYMA_17G147900,GLYMA_05G132100,GLYMA_03G183400,GLYMA_03G217100,GLYMA_15G013600,GLYMA_20G031100
GLYMA_15G000700,GLYMA_19G260400,GLYMA_20G018300,GLYMA_03G197000,GLYMA_08G164400,GLYMA_05G200300,GLYMA_02G108300
GLYMA_04G073700,GLYMA_02G019400,GLYMA_03G118000,GLYMA_03G258900,GLYMA_05G061200,GLYMA_17G120100,GLYMA_14G004600
GLYMA_08G231000,GLYMA_10G193200,GLYMA_07G115500,GLYMA_17G112900,GLYMA_13G111900,GLYMA_15G095500,ENSRNA050003544
GLYMA_07G180000,GLYMA_02G083400,GLYMA_08G087500,GLYMA_04G103900,GLYMA_14G031800,GLYMA_08G052800,GLYMA_16G064100
GLYMA_11G182900,GLYMA_04G240000,GLYMA_08G336300,GLYMA_05G104400,GLYMA_02G255500,ENSRNA050003339,GLYMA_15G100300
GLYMA_15G137800,GLYMA_19G130000,GLYMA_13G016500,GLYMA_08G160500,GLYMA_19G151300,GLYMA_15G137300,GLYMA_05G240700
GLYMA_18G001400,GLYMA_13G045100,GLYMA_20G049300,GLYMA_09G206000,GLYMA_12G079000,GLYMA_09G041800,GLYMA_04G192100
GLYMA_05G099500,GLYMA_08G081000,GLYMA_13G360500,GLYMA_17G069400,GLYMA_13G023500,GLYMA_17G033400,GLYMA_11G009500
GLYMA_01G233300,GLYMA_01G032500,GLYMA_12G033600,GLYMA_13G102900,GLYMA_08G288900,GLYMA_10G166000,GLYMA_14G051700
GLYMA_01G144200,GLYMA_06G081900,GLYMA_14G164700,GLYMA_17G160400,GLYMA_10G047500,GLYMA_20G219600,GLYMA_06G015800
GLYMA_07G225500,GLYMA_13G004100,GLYMA_10G062700,ENSRNA050003372,GLYMA_10G222100,GLYMA_01G103200,GLYMA_16G006500
GLYMA_16G083800,GLYMA_10G189300,GLYMA_03G040100,GLYMA_06G314200,GLYMA_13G294500,GLYMA_19G193100,GLYMA_01G029400
GLYMA_16G160600,GLYMA_17G258700,GLYMA_19G254500,GLYMA_07G027200,GLYMA_14G060900,GLYMA_17G131500,GLYMA_05G002400
GLYMA_16G217700,GLYMA_06G156800,GLYMA_14G185400,GLYMA_11G082400,GLYMA_19G122600,GLYMA_14G187300,GLYMA_12G152600
GLYMA_05G017800,GLYMA_20G026300,GLYMA_17G022300,GLYMA_03G132700,GLYMA_08G085900,GLYMA_04G083900,GLYMA_13G144900
GLYMA_02G002300,GLYMA_05G139900,GLYMA_14G010500,GLYMA_07G237700,GLYMA_16G015100,GLYMA_03G258600,GLYMA_14G098200
GLYMA_02G112400,GLYMA_12G109500,GLYMA_12G038900,GLYMA_16G112300,GLYMA_20G237500,GLYMA_18G006400,GLYMA_18G292300
GLYMA_05G148200,GLYMA_18G213400,GLYMA_01G024600,GLYMA_04G082700,GLYMA_17G039000,GLYMA_13G064600,GLYMA_15G001600
GLYMA_06G082400,GLYMA_02G079100,GLYMA_08G038100,GLYMA_03G234200,GLYMA_08G069700,GLYMA_05G185500,GLYMA_07G070800
GLYMA_15G011000,GLYMA_07G184800,GLYMA_03G070700,GLYMA_06G112300,GLYMA_15G035600,GLYMA_02G223100,GLYMA_20G223300
GLYMA_18G019900,GLYMA_02G160100,GLYMA_06G081600,GLYMA_19G239700,GLYMA_19G167900,ENSRNA050003615,GLYMA_09G232600
GLYMA_18G240700,GLYMA_03G228800,GLYMA_10G235100,GLYMA_08G167800,GLYMA_18G291100,GLYMA_08G310600,GLYMA_08G172200
GLYMA_03G220700,GLYMA_18G064000,GLYMA_09G275900,GLYMA_17G257400,GLYMA_04G250400,GLYMA_09G212900,GLYMA_13G328600
GLYMA_06G064000,GLYMA_20G121200,GLYMA_12G181800,GLYMA_20G202900,GLYMA_13G352500,GLYMA_07G191600,GLYMA_07G003500
GLYMA_11G092300,GLYMA_03G013000,GLYMA_18G143900,GLYMA_17G003000,GLYMA_20G098800,GLYMA_19G117600,GLYMA_01G186600
GLYMA_03G249900,GLYMA_08G150400,GLYMA_06G093500,GLYMA_16G123100,GLYMA_07G165300,GLYMA_18G191000,GLYMA_11G027100
GLYMA_05G012400,GLYMA_19G180600,GLYMA_19G101600,GLYMA_15G257500,GLYMA_10G295100,GLYMA_15G163900,GLYMA_14G126700
GLYMA_05G015200,GLYMA_06G188300,GLYMA_19G255600,GLYMA_06G153700,GLYMA_15G212800,GLYMA_13G236100,GLYMA_12G230600
GLYMA_08G052500,GLYMA_02G274800,GLYMA_07G080300,GLYMA_18G036400,GLYMA_03G235500,GLYMA_17G126300,GLYMA_14G147000
GLYMA_08G283100,GLYMA_09G205300,GLYMA_09G188300,GLYMA_02G202400,GLYMA_19G214300,GLYMA_10G221900,GLYMA_13G204100
GLYMA_11G143300,GLYMA_07G237800,GLYMA_08G103700,GLYMA_06G230600,GLYMA_04G013900,GLYMA_01G195200,GLYMA_19G163200
GLYMA_17G003900,GLYMA_10G093600,GLYMA_01G009800,GLYMA_04G019300,GLYMA_09G200700,GLYMA_07G010600,GLYMA_03G208700
GLYMA_16G015700,GLYMA_13G199800,GLYMA_03G190800,GLYMA_11G095300,GLYMA_15G027800,GLYMA_04G032100,GLYMA_04G190400
GLYMA_08G232400,GLYMA_17G001700,GLYMA_02G309400,GLYMA_04G247000,GLYMA_07G066800,GLYMA_18G283300,GLYMA_13G003200
GLYMA_20G176000,GLYMA_05G219100,GLYMA_04G079800,GLYMA_08G346700,GLYMA_09G224300,GLYMA_03G238100,GLYMA_07G165900
GLYMA_20G239200,GLYMA_16G003300,GLYMA_04G087300,GLYMA_05G052600,GLYMA_17G095400,GLYMA_17G035500,GLYMA_03G255400
GLYMA_08G340800,GLYMA_15G124200,GLYMA_08G143000,GLYMA_13G133800,GLYMA_08G092100,GLYMA_11G255300,GLYMA_07G149600
GLYMA_08G363700,GLYMA_02G233300,GLYMA_09G188600,GLYMA_04G067900,GLYMA_11G181800,GLYMA_14G216800,GLYMA_11G175800
GLYMA_15G227300,GLYMA_12G104100,GLYMA_01G008900,ENSRNA050003253,GLYMA_10G044200,GLYMA_12G210400,GLYMA_07G010500
ENSRNA050003337,GLYMA_16G003000,GLYMA_09G231000,GLYMA_15G272000,GLYMA_15G239300,GLYMA_06G098800,GLYMA_01G124700
GLYMA_12G040600,GLYMA_03G138200,GLYMA_07G100200,GLYMA_05G216700,GLYMA_12G128600,GLYMA_17G026900,GLYMA_04G137000
GLYMA_08G141300,GLYMA_15G091000,GLYMA_05G238900,GLYMA_03G009100,GLYMA_17G261700,GLYMA_10G216300,GLYMA_19G063100
GLYMA_20G107300,GLYMA_03G123200,GLYMA_09G254600,GLYMA_06G261400,GLYMA_04G065700,GLYMA_03G158700,GLYMA_17G091400
GLYMA_06G316600,GLYMA_01G176600,GLYMA_07G108100,GLYMA_19G102000,GLYMA_16G070400,GLYMA_04G018500,GLYMA_20G020100
GLYMA_20G120900,GLYMA_13G144000,GLYMA_07G117800,GLYMA_07G132000,GLYMA_10G242200,GLYMA_06G084100,GLYMA_08G051400
GLYMA_19G161000,GLYMA_11G094700,GLYMA_10G285200,GLYMA_19G153300,GLYMA_12G223300,GLYMA_13G275600,GLYMA_05G026300
GLYMA_08G363600,GLYMA_18G139100,GLYMA_06G292500,GLYMA_08G298500,GLYMA_17G049800,GLYMA_12G094800,GLYMA_16G200700
GLYMA_01G039200,GLYMA_02G244400,GLYMA_13G263200,GLYMA_02G291000,GLYMA_16G017800,GLYMA_17G115500,GLYMA_07G168500
GLYMA_06G071600,GLYMA_19G149100,GLYMA_15G080100,GLYMA_02G000900,GLYMA_13G160300,GLYMA_05G209700,GLYMA_02G091900
GLYMA_13G015300,GLYMA_18G279800,GLYMA_17G206600,GLYMA_13G357200,GLYMA_19G234400,GLYMA_16G213300,GLYMA_08G292800
GLYMA_14G048800,GLYMA_15G251900,GLYMA_09G236600,GLYMA_08G104600,GLYMA_17G118500,GLYMA_14G056800,GLYMA_06G137100
GLYMA_09G152500,GLYMA_10G146900,GLYMA_07G077200,GLYMA_17G062000,GLYMA_10G183500,GLYMA_07G245300,GLYMA_08G241200
GLYMA_15G037400,ENSRNA050003139,GLYMA_01G017400,GLYMA_08G231500,GLYMA_06G183700,GLYMA_08G030900,GLYMA_02G207700
GLYMA_07G155400,GLYMA_02G204300,GLYMA_05G038000,GLYMA_15G067100,GLYMA_15G154900,GLYMA_04G087800,GLYMA_17G066200
GLYMA_09G263700,GLYMA_13G268500,GLYMA_08G336200,GLYMA_15G161000,GLYMA_01G125800,GLYMA_03G247400,GLYMA_15G122300
GLYMA_02G052200,GLYMA_16G003900,GLYMA_13G110200,GLYMA_03G262700,GLYMA_10G138600,GLYMA_04G059800,GLYMA_12G052700
GLYMA_01G175100,GLYMA_06G108200,GLYMA_20G180300,GLYMA_18G191000,ENSRNA050003648,GLYMA_12G228900,GLYMA_10G295500
GLYMA_08G302200,GLYMA_02G287600,GLYMA_17G092400,GLYMA_03G028800,GLYMA_16G013900,GLYMA_02G289300,GLYMA_19G187200
GLYMA_18G159800,GLYMA_17G066400,GLYMA_16G155800,GLYMA_03G155200,GLYMA_08G105100,GLYMA_20G013200,GLYMA_10G170200
ENSRNA050003119,GLYMA_03G190700,GLYMA_11G164000,GLYMA_01G186400,GLYMA_14G038500,GLYMA_14G003400,GLYMA_08G321400
GLYMA_12G076100,GLYMA_11G093900,GLYMA_09G060600,GLYMA_05G137400,GLYMA_15G035700,GLYMA_12G226300,GLYMA_07G007300
GLYMA_19G237800,GLYMA_11G168100,GLYMA_10G240600,GLYMA_09G019100,GLYMA_18G044000,GLYMA_03G235000,GLYMA_04G161600
GLYMA_02G050700,GLYMA_13G229200,GLYMA_11G027000,GLYMA_10G165600,GLYMA_13G137200,GLYMA_08G202100,GLYMA_02G124400
GLYMA_01G225400,GLYMA_17G052100,GLYMA_15G039500,GLYMA_09G063200,GLYMA_05G181700,GLYMA_09G021800,GLYMA_13G110500
GLYMA_15G009500,GLYMA_12G087700,GLYMA_19G088700,GLYMA_12G168500,GLYMA_06G041700,GLYMA_20G201300,GLYMA_12G229200
GLYMA_13G055200,GLYMA_02G028200,GLYMA_18G252000,GLYMA_13G077100,GLYMA_09G038600,GLYMA_13G064700,GLYMA_01G183500
GLYMA_13G205900,GLYMA_19G260100,GLYMA_06G086600,GLYMA_19G192600,GLYMA_05G077800,GLYMA_07G193500,GLYMA_15G233300
GLYMA_02G042700,GLYMA_17G003200,GLYMA_03G131100,GLYMA_08G158500,GLYMA_13G157300,GLYMA_19G161400,GLYMA_13G192200
GLYMA_01G159800,GLYMA_17G099300,GLYMA_08G313100,GLYMA_15G097700,GLYMA_10G181500,GLYMA_13G275800,GLYMA_04G092600
ENSRNA050003482,GLYMA_05G165300,GLYMA_13G044600,GLYMA_15G108900,GLYMA_14G119200,GLYMA_07G102100,GLYMA_02G214900
GLYMA_17G028000,GLYMA_11G033600,GLYMA_03G238400,GLYMA_02G029300,GLYMA_05G066200,GLYMA_18G229700,GLYMA_17G071200
GLYMA_08G092800,GLYMA_14G116600,GLYMA_13G278700,GLYMA_07G091800,GLYMA_19G215400,GLYMA_11G032900,GLYMA_08G234200
GLYMA_04G027200,GLYMA_03G178200,GLYMA_09G103700,GLYMA_20G060100,GLYMA_15G001200,GLYMA_17G002600,GLYMA_05G104400
GLYMA_11G126400,GLYMA_13G240600,GLYMA_03G034100,GLYMA_09G256000,GLYMA_17G082500,GLYMA_14G148500,GLYMA_02G122900
GLYMA_18G288000,GLYMA_08G055300,GLYMA_13G158800,GLYMA_13G117900,GLYMA_19G242200,GLYMA_13G300300,GLYMA_20G085800
GLYMA_05G224900,GLYMA_02G034600,GLYMA_13G274100,GLYMA_11G098800,GLYMA_03G109200,GLYMA_19G057300,GLYMA_05G120600
GLYMA_08G254500,GLYMA_09G016700,GLYMA_13G111600,GLYMA_11G195900,GLYMA_13G196300,GLYMA_15G024800,GLYMA_11G164400
GLYMA_04G057000,GLYMA_08G085500,GLYMA_13G156400,GLYMA_13G262000,GLYMA_18G175300,GLYMA_09G216900,GLYMA_05G175600
GLYMA_18G176400,GLYMA_19G147900,GLYMA_19G000900,GLYMA_07G238400,GLYMA_07G190800,GLYMA_09G003500,GLYMA_18G190500
GLYMA_10G183100,GLYMA_08G015000,GLYMA_17G167700,GLYMA_04G079800,GLYMA_05G085000,GLYMA_07G056700,GLYMA_13G017500
GLYMA_09G183300,GLYMA_13G158400,GLYMA_13G103500,GLYMA_13G244600,GLYMA_13G113700,GLYMA_05G157800,GLYMA_03G017200
GLYMA_08G279300,GLYMA_14G187700,GLYMA_19G232300,GLYMA_08G016800,GLYMA_15G143000,GLYMA_03G076500,ENSRNA050003178
GLYMA_20G147400,GLYMA_05G056100,GLYMA_15G245400,GLYMA_06G206400,GLYMA_19G129600,GLYMA_13G202800,GLYMA_08G346700
GLYMA_11G171400,GLYMA_06G056200,GLYMA_14G115900,GLYMA_04G018500,GLYMA_16G163800,GLYMA_15G219100,GLYMA_05G167900
GLYMA_07G057500,GLYMA_03G094800,GLYMA_09G180000,GLYMA_20G205800,GLYMA_17G218000,GLYMA_08G102600,GLYMA_18G116900
GLYMA_10G298300,GLYMA_06G034600,GLYMA_06G137000,GLYMA_15G095500,GLYMA_02G172800,GLYMA_12G231800,GLYMA_05G092100
GLYMA_03G209400,GLYMA_11G013200,GLYMA_15G233700,GLYMA_02G154500,GLYMA_02G045200,GLYMA_13G352400,GLYMA_09G105600
GLYMA_03G122000,GLYMA_20G161800,GLYMA_06G276400,GLYMA_18G226700,GLYMA_06G118100,GLYMA_02G196500,GLYMA_02G107100
GLYMA_16G138800,GLYMA_13G071600,GLYMA_01G034000,GLYMA_19G181300,GLYMA_09G245500,GLYMA_19G199100,ENSRNA050003298
GLYMA_03G217700,GLYMA_19G119400,GLYMA_08G279700,GLYMA_05G243500,GLYMA_08G047800,GLYMA_14G038300,GLYMA_19G156900
GLYMA_02G237100,GLYMA_17G048000,GLYMA_12G057800,ENSRNA050003135,GLYMA_12G158800,GLYMA_05G217300,GLYMA_12G217400
GLYMA_12G073200,GLYMA_14G062800,GLYMA_13G175200,GLYMA_11G173500,GLYMA_02G226100,GLYMA_07G218200,GLYMA_15G216400
GLYMA_10G151800,GLYMA_06G129400,GLYMA_03G205800,GLYMA_02G024400,GLYMA_17G027500,GLYMA_08G337200,GLYMA_02G098700
GLYMA_02G173900,GLYMA_10G291400,GLYMA_17G003400,GLYMA_11G136100,GLYMA_17G064600,GLYMA_02G163300,GLYMA_15G089800
GLYMA_09G074100,GLYMA_16G008400,GLYMA_15G017700,GLYMA_04G228400,GLYMA_13G041700,GLYMA_05G148600,GLYMA_11G118500
GLYMA_01G168000,GLYMA_17G229100,GLYMA_17G075900,GLYMA_12G010100,GLYMA_12G127600,GLYMA_10G021300,GLYMA_18G200500
GLYMA_03G198300,GLYMA_13G236500,GLYMA_01G145300,GLYMA_10G221700,GLYMA_07G199200,GLYMA_01G202600,GLYMA_07G041500
GLYMA_13G149900,GLYMA_09G088300,GLYMA_05G168200,GLYMA_20G054300,GLYMA_15G169100,GLYMA_05G132200,GLYMA_08G025600
GLYMA_08G115200,GLYMA_08G038100,GLYMA_18G060200,GLYMA_07G252600,GLYMA_19G050100,GLYMA_03G215200,GLYMA_06G087700
GLYMA_01G178500,GLYMA_14G070400,GLYMA_19G014000,GLYMA_06G084600,GLYMA_14G186900,GLYMA_04G225500,GLYMA_18G289000
GLYMA_02G165000,GLYMA_08G133700,GLYMA_03G108200,GLYMA_18G164200,GLYMA_03G252500,GLYMA_20G108800,GLYMA_09G015100
GLYMA_05G221700,GLYMA_20G018300,GLYMA_07G161500,GLYMA_03G224600,GLYMA_14G189400,GLYMA_08G049400,GLYMA_01G075400
ENSRNA050003135,GLYMA_12G190800,GLYMA_02G203700,GLYMA_07G003400,GLYMA_08G293900,GLYMA_18G199400,GLYMA_15G008200
GLYMA_06G132800,GLYMA_07G264600,GLYMA_19G136300,GLYMA_06G017700,GLYMA_16G011400,GLYMA_11G149900,GLYMA_07G109200
GLYMA_13G065800,GLYMA_19G261700,GLYMA_10G144700,GLYMA_16G211700,GLYMA_18G138900,GLYMA_09G155200,GLYMA_07G269300
GLYMA_03G218700,GLYMA_12G043400,GLYMA_18G143600,GLYMA_17G046300,GLYMA_09G216800,GLYMA_20G141600,GLYMA_03G097100
GLYMA_09G274900,GLYMA_08G282100,GLYMA_05G026200,GLYMA_04G232500,GLYMA_07G114400,GLYMA_19G155800,GLYMA_05G020900
GLYMA_12G207900,GLYMA_19G243000,GLYMA_06G028400,GLYMA_18G260800,GLYMA_15G148200,GLYMA_10G130600,GLYMA_17G210200
GLYMA_06G144400,GLYMA_02G047800,GLYMA_11G213900,GLYMA_19G065700,GLYMA_10G170200,GLYMA_03G175000,GLYMA_18G290800
GLYMA_10G038700,GLYMA_01G109600,GLYMA_16G197200,GLYMA_10G123200,GLYMA_17G172500,GLYMA_03G056500,GLYMA_16G119200
GLYMA_12G159300,GLYMA_08G207200,GLYMA_08G234700,GLYMA_18G297900,GLYMA_07G248900,GLYMA_20G200500,GLYMA_11G037100
GLYMA_06G020500,GLYMA_03G220800,GLYMA_18G149600,GLYMA_17G016200,GLYMA_17G219500,GLYMA_13G144600,GLYMA_13G321400
GLYMA_04G200400,GLYMA_08G223100,GLYMA_18G242700,GLYMA_11G023300,GLYMA_17G102000,GLYMA_04G142300,GLYMA_04G070000
GLYMA_05G194100,GLYMA_09G065200,GLYMA_05G016000,GLYMA_10G045600,GLYMA_17G239700,GLYMA_01G179900,GLYMA_17G251300
GLYMA_10G257900,GLYMA_13G088900,GLYMA_14G065600,GLYMA_05G165500,GLYMA_09G222800,GLYMA_11G145500,GLYMA_20G002400
GLYMA_06G133500,GLYMA_12G054500,GLYMA_06G223400,GLYMA_20G111200,GLYMA_03G000700,GLYMA_04G079600,GLYMA_10G037300
GLYMA_01G017000,GLYMA_15G129900,GLYMA_16G100500,GLYMA_07G224200,GLYMA_05G157800,GLYMA_05G021400,GLYMA_09G064400
GLYMA_03G243600,GLYMA_16G100500,GLYMA_14G130400,GLYMA_02G209100,GLYMA_02G045400,GLYMA_02G254300,GLYMA_19G069300
GLYMA_14G148100,GLYMA_14G031300,GLYMA_17G088200,GLYMA_06G172600,GLYMA_14G190300,GLYMA_18G055100,GLYMA_08G006500
GLYMA_20G239500,GLYMA_15G109800,GLYMA_19G201000,GLYMA_17G172900,GLYMA_17G062500,GLYMA_16G140300,GLYMA_19G247600
GLYMA_11G047400,GLYMA_04G169500,GLYMA_07G038100,GLYMA_12G182600,GLYMA_12G134300,GLYMA_11G147200,GLYMA_07G040100
GLYMA_01G175000,GLYMA_09G085200,GLYMA_07G185800,GLYMA_07G018600,GLYMA_13G061100,GLYMA_03G050000,GLYMA_02G011800
GLYMA_10G293800,GLYMA_01G028800,GLYMA_08G077800,GLYMA_06G127700,GLYMA_15G272800,GLYMA_16G030900,GLYMA_06G162600
GLYMA_05G127300,GLYMA_11G010100,GLYMA_17G110800,GLYMA_11G227500,GLYMA_14G133400,GLYMA_19G217500,GLYMA_09G286000
GLYMA_05G155100,GLYMA_14G130600,ENSRNA050003751,GLYMA_05G090500,GLYMA_07G048300,GLYMA_13G130400,GLYMA_14G142100
GLYMA_06G131400,GLYMA_08G309700,GLYMA_05G005600,GLYMA_01G189500,GLYMA_06G316400,GLYMA_18G040100,GLYMA_07G182200
GLYMA_08G042500,GLYMA_05G027300,GLYMA_16G181500,GLYMA_09G018200,GLYMA_20G161200,GLYMA_19G025800,GLYMA_13G243700
GLYMA_14G208400,GLYMA_11G200100,GLYMA_16G189100,GLYMA_12G172500,GLYMA_10G024500,GLYMA_08G292800,GLYMA_11G151000
GLYMA_13G259300,GLYMA_18G269500,GLYMA_05G178100,GLYMA_16G047900,GLYMA_11G149700,GLYMA_10G290000,GLYMA_06G325300
GLYMA_04G066400,GLYMA_07G101400,GLYMA_12G241600,GLYMA_16G104600,GLYMA_20G059100,GLYMA_10G139500,GLYMA_08G299900
GLYMA_19G141200,GLYMA_13G246800,GLYMA_14G203900,GLYMA_17G174100,GLYMA_13G103500,GLYMA_05G244800,GLYMA_19G101000
GLYMA_09G010300,GLYMA_19G232400,GLYMA_16G012700,GLYMA_07G088900,GLYMA_06G204400,GLYMA_02G266700,GLYMA_08G221300
GLYMA_12G230000,GLYMA_19G223500,GLYMA_12G046000,GLYMA_U025900,GLYMA_17G224100,GLYMA_15G276700,GLYMA_19G047100
GLYMA_13G047900,GLYMA_02G096000,GLYMA_19G260700,GLYMA_03G243600,GLYMA_03G251900,GLYMA_11G250100,ENSRNA050003168
GLYMA_13G141600,GLYMA_20G237000,GLYMA_04G238700,GLYMA_10G017900,GLYMA_11G082400,GLYMA_01G232400,GLYMA_18G089200
GLYMA_04G023900,GLYMA_04G195100,GLYMA_11G033000,GLYMA_17G028300,GLYMA_18G025900,GLYMA_08G213900,GLYMA_08G362400
GLYMA_02G241800,GLYMA_20G121100,ENSRNA050003514,GLYMA_20G017900,GLYMA_17G191500,GLYMA_06G033800,GLYMA_11G241400
GLYMA_13G334300,GLYMA_02G064900,ENSRNA050003334,GLYMA_09G028800,GLYMA_02G193000,GLYMA_18G050900,GLYMA_08G188200
GLYMA_19G078600,GLYMA_17G024600,GLYMA_16G028700,GLYMA_18G297400,GLYMA_02G076500,GLYMA_19G185700,GLYMA_01G026100
GLYMA_18G075200,GLYMA_06G166300,GLYMA_14G008300,GLYMA_09G224100,GLYMA_07G187500,GLYMA_19G130800,GLYMA_13G069800
GLYMA_20G223000,GLYMA_09G096300,GLYMA_06G191700,GLYMA_19G235100,GLYMA_07G211000,GLYMA_17G249000,GLYMA_08G086600
GLYMA_02G115400,GLYMA_08G265900,GLYMA_15G152600,GLYMA_07G012500,GLYMA_06G269500,GLYMA_02G201400,GLYMA_13G102000
GLYMA_04G089600,GLYMA_13G257200,GLYMA_01G185900,GLYMA_13G265200,GLYMA_09G044600,GLYMA_02G299000,GLYMA_05G166800
GLYMA_06G144600,GLYMA_09G050100,GLYMA_07G223300,GLYMA_19G050700,GLYMA_19G067400,GLYMA_13G330100,GLYMA_09G252000
GLYMA_19G056700,GLYMA_16G128300,GLYMA_16G214900,GLYMA_08G177900,GLYMA_06G092800,GLYMA_05G139900,GLYMA_03G155800
GLYMA_08G180000,GLYMA_06G090800,GLYMA_17G237900,GLYMA_06G163500,GLYMA_14G047500,GLYMA_04G092700,GLYMA_15G136600
GLYMA_04G176800,GLYMA_01G016900,GLYMA_02G144900,GLYMA_07G002200,GLYMA_04G087800,GLYMA_15G272900,GLYMA_20G240400
GLYMA_03G173400,GLYMA_11G120800,GLYMA_11G090900,GLYMA_08G047500,GLYMA_13G357800,GLYMA_13G133900,GLYMA_09G209100
GLYMA_11G136100,GLYMA_13G043800,GLYMA_14G209400,GLYMA_07G139200,GLYMA_19G232700,GLYMA_14G187400,GLYMA_10G127800
GLYMA_01G098700,GLYMA_07G209500,GLYMA_10G203200,GLYMA_05G208700,GLYMA_09G041500,GLYMA_20G161200,GLYMA_18G151700
GLYMA_11G215700,GLYMA_19G209700,GLYMA_03G210800,GLYMA_09G205500,GLYMA_14G065300,GLYMA_11G101700,GLYMA_13G299200
